Date,Time,Open,High,Low,Close,Volume
2015-07-14,00:00:00,2341.96,2344.43,2325.76,2341.38,0
2015-07-15,00:00:00,2329.33,2335.53,2316.74,2333.7,0
2015-07-16,00:00:00,2340.56,2348.31,2331.15,2347.63,0
2015-07-17,00:00:00,2369.95,2380.21,2367.65,2370.32,0
2015-07-20,00:00:00,2369.42,2375.97,2363.04,2374.85,0
2015-07-21,00:00:00,2386.59,2400.31,2385.34,2386.28,0
2015-07-22,00:00:00,2359.34,2362.36,2351.97,2361.99,0
2015-07-23,00:00:00,2380.33,2385.6,2374.07,2380.07,0
2015-07-24,00:00:00,2380.41,2380.41,2357.43,2363.33,0
2015-07-27,00:00:00,2309.15,2309.15,2288.69,2297.19,0
2015-07-28,00:00:00,2319.98,2329.08,2302.02,2302.81,0
2015-07-29,00:00:00,2303.06,2316.6,2296.84,2311.16,0
2015-07-30,00:00:00,2317.77,2322.84,2303.0,2305.62,0
2015-07-31,00:00:00,2316.87,2325.13,2303.48,2321.43,0
2015-08-03,00:00:00,2294.17,2300.33,2282.99,2297.69,0
2015-08-04,00:00:00,2296.36,2305.03,2286.96,2288.38,0
2015-08-05,00:00:00,2298.56,2301.53,2293.26,2299.56,0
2015-08-06,00:00:00,2286.55,2291.05,2280.5,2286.1,0
2015-08-07,00:00:00,2306.77,2311.92,2301.0,2304.27,0
2015-08-10,00:00:00,2298.18,2306.6,2293.53,2300.32,0
2015-08-11,00:00:00,2334.72,2336.16,2301.73,2313.13,0
2015-08-12,00:00:00,2291.09,2295.29,2272.52,2281.98,0
2015-08-13,00:00:00,2285.36,2306.78,2285.34,2301.5,0
2015-08-14,00:00:00,2307.08,2311.35,2295.25,2299.13,0
2015-08-17,00:00:00,2281.48,2306.23,2279.83,2291.06,0
2015-08-18,00:00:00,2290.32,2290.82,2258.71,2259.86,0
2015-08-19,00:00:00,2241.29,2282.66,2225.97,2226.02,0
2015-08-20,00:00:00,2199.74,2203.7,2176.28,2198.28,0
2015-08-21,00:00:00,2160.61,2282.66,2157.43,2179.9,0
2015-08-24,00:00:00,2103.29,2282.66,2077.19,2096.3,0
2015-08-25,00:00:00,2111.31,2124.54,2057.67,2092.18,0
2015-08-26,00:00:00,2095.45,2121.48,2060.88,2063.56,0
2015-08-27,00:00:00,2103.04,2139.17,2090.34,2125.82,0
2015-08-28,00:00:00,2138.13,2147.54,2110.18,2112.79,0
2015-08-31,00:00:00,2098.91,2131.53,2096.8,2123.06,0
2015-09-01,00:00:00,2113.87,2118.1,2076.35,2078.82,0
2015-09-02,00:00:00,2058.94,2083.58,2045.8,2049.12,0
2015-09-03,00:00:00,2051.23,2052.52,2048.29,2049.41,0
2015-09-04,00:00:00,2039.36,2052.79,2034.13,2048.73,0
2015-09-07,00:00:00,2056.58,2065.02,2034.45,2037.57,0
2015-09-08,00:00:00,2034.55,2111.1,2032.51,2096.19,0
2015-09-09,00:00:00,2143.69,2179.1,2139.02,2172.35,0
2015-09-10,00:00:00,2172.06,2172.06,2140.02,2141.14,0
2015-09-11,00:00:00,2138.45,2141.93,2113.52,2118.65,0
2015-09-14,00:00:00,2114.86,2125.53,2108.86,2119.37,0
2015-09-15,00:00:00,2111.32,2123.44,2107.33,2111.01,0
2015-09-16,00:00:00,2135.14,2175.3,2129.86,2160.31,0
2015-09-18,00:00:00,2157.54,2158.67,2138.39,2143.92,0
2015-09-21,00:00:00,2114.82,2125.25,2112.58,2121.19,0
2015-09-22,00:00:00,2132.87,2154.22,2121.95,2131.84,0
2015-09-23,00:00:00,2078.4,2091.05,2062.02,2087.88,0
2015-09-24,00:00:00,2074.87,2083.43,2067.85,2072.68,0
2015-09-28,00:00:00,2078.13,2082.02,2077.84,2080.58,0
2015-09-29,00:00:00,2017.38,2023.14,2010.63,2018.1,0
2015-09-30,00:00:00,2039.05,2045.96,2033.59,2036.33,0
2015-10-01,00:00:00,2029.0,2034.18,2028.93,2030.21,0
2015-10-05,00:00:00,2119.52,2124.61,2107.47,2115.81,0
2015-10-06,00:00:00,2121.39,2122.5,2106.75,2119.11,0
2015-10-07,00:00:00,2140.43,2176.13,2138.49,2173.5,0
2015-10-08,00:00:00,2159.68,2163.2,2147.38,2160.6,0
2015-10-09,00:00:00,2193.49,2193.89,2158.81,2159.99,0
2015-10-12,00:00:00,2184.41,2188.36,2170.14,2187.32,0
2015-10-13,00:00:00,2178.97,2185.48,2174.15,2182.43,0
2015-10-14,00:00:00,2171.48,2172.65,2159.6,2166.61,0
2015-10-15,00:00:00,2197.62,2205.74,2193.68,2201.07,0
2015-10-16,00:00:00,2215.32,2223.56,2213.01,2219.33,0
2015-10-19,00:00:00,2209.02,2220.21,2202.42,2218.16,0
2015-10-20,00:00:00,2213.69,2214.74,2198.25,2213.98,0
2015-10-21,00:00:00,2219.98,2223.65,2219.27,2221.02,0
2015-10-23,00:00:00,2227.83,2233.03,2226.05,2230.89,0
2015-10-26,00:00:00,2239.4,2240.57,2224.03,2229.44,0
2015-10-27,00:00:00,2211.86,2233.33,2211.2,2232.62,0
2015-10-28,00:00:00,2221.97,2224.95,2214.59,2216.72,0
2015-10-29,00:00:00,2219.19,2222.87,2206.44,2207.8,0
2015-10-30,00:00:00,2203.17,2213.45,2189.65,2194.39,0
2015-11-02,00:00:00,2188.07,2190.85,2172.33,2177.88,0
2015-11-03,00:00:00,2205.35,2205.92,2193.78,2198.12,0
2015-11-04,00:00:00,2265.51,2267.8,2230.85,2244.03,0
2015-11-05,00:00:00,2254.75,2255.44,2243.35,2249.61,0
2015-11-06,00:00:00,2231.89,2238.94,2229.03,2233.51,0
2015-11-09,00:00:00,2257.83,2258.71,2236.25,2240.32,0
2015-11-10,00:00:00,2218.13,2218.13,2202.22,2209.99,0
2015-11-11,00:00:00,2210.27,2210.27,2210.27,2210.27,0
2015-11-13,00:00:00,2204.87,2205.27,2192.22,2200.82,0
2015-11-16,00:00:00,2167.19,2171.18,2156.03,2158.18,0
2015-11-17,00:00:00,2198.2,2202.63,2183.06,2184.53,0
2015-11-18,00:00:00,2187.09,2189.74,2179.49,2183.2,0
2015-11-19,00:00:00,2202.69,2215.55,2200.82,2211.03,0
2015-11-20,00:00:00,2205.85,2240.05,2204.35,2237.75,0
2015-11-23,00:00:00,2244.98,2245.05,2229.37,2236.32,0
2015-11-24,00:00:00,2219.66,2231.53,2213.09,2228.56,0
2015-11-26,00:00:00,2240.61,2243.15,2220.87,2223.85,0
2015-11-27,00:00:00,2202.78,2207.67,2186.48,2187.12,0
2015-11-30,00:00:00,2185.38,2203.74,2176.95,2179.77,0
2015-12-01,00:00:00,2206.2,2219.2,2206.2,2212.15,0
2015-12-02,00:00:00,2214.31,2232.63,2213.56,2225.32,0
2015-12-03,00:00:00,2220.78,2229.37,2215.6,2221.37,0
2015-12-04,00:00:00,2204.07,2208.51,2199.92,2208.41,0
2015-12-07,00:00:00,2208.72,2210.15,2197.19,2198.67,0
2015-12-08,00:00:00,2166.49,2173.53,2159.69,2172.93,0
2015-12-09,00:00:00,2167.46,2168.56,2160.95,2165.68,0
2015-12-10,00:00:00,2164.26,2166.76,2149.89,2153.36,0
2015-12-11,00:00:00,2140.9,2143.44,2128.19,2131.11,0
2015-12-14,00:00:00,2109.1,2127.41,2108.38,2123.47,0
2015-12-15,00:00:00,2130.97,2133.57,2116.43,2119.05,0
2015-12-16,00:00:00,2160.45,2162.38,2152.07,2154.97,0
2015-12-17,00:00:00,2166.43,2169.32,2154.76,2160.34,0
2015-12-18,00:00:00,2161.07,2167.72,2142.69,2146.02,0
2015-12-22,00:00:00,2144.49,2147.28,2142.03,2147.28,0
2015-12-23,00:00:00,2170.89,2173.29,2162.25,2165.51,0
2015-12-24,00:00:00,2173.28,2173.39,2170.95,2171.73,0
2015-12-28,00:00:00,2166.84,2166.84,2149.34,2153.39,0
2015-12-29,00:00:00,2164.31,2170.78,2163.89,2167.7,0
2015-12-30,00:00:00,2159.87,2163.31,2156.94,2157.73,0
2015-12-31,00:00:00,2160.76,2164.02,2152.15,2152.9,0
2016-01-01,00:00:00,2152.84,2156.11,2152.84,2154.46,0
2016-01-04,00:00:00,2153.64,2153.64,2095.68,2107.0,0
2016-01-05,00:00:00,2105.37,2105.54,2085.97,2097.3,0
2016-01-06,00:00:00,2082.16,2088.43,2075.98,2081.48,0
2016-01-07,00:00:00,2033.35,2037.05,2013.17,2018.65,0
2016-01-08,00:00:00,2036.51,2036.84,2024.09,2025.38,0
2016-01-11,00:00:00,1974.85,1987.95,1968.57,1969.41,0
2016-01-12,00:00:00,1973.79,1981.26,1956.31,1956.76,0
2016-01-13,00:00:00,1998.61,2003.24,1971.22,1976.66,0
2016-01-14,00:00:00,1947.25,1976.95,1947.03,1972.0,0
2016-01-15,00:00:00,1955.03,1959.97,1943.61,1952.0,0
2016-01-18,00:00:00,1926.6,1939.7,1919.8,1923.66,0
2016-01-19,00:00:00,1934.55,1959.57,1933.49,1958.8,0
2016-01-20,00:00:00,1896.96,1902.47,1884.33,1890.73,0
2016-01-21,00:00:00,1900.83,1901.09,1855.29,1857.74,0
2016-01-22,00:00:00,1880.01,1916.34,1878.99,1908.38,0
2016-01-25,00:00:00,1942.12,1943.92,1930.73,1934.71,0
2016-01-27,00:00:00,1905.49,1927.82,1902.09,1913.84,0
2016-01-28,00:00:00,1921.0,1931.68,1910.68,1930.41,0
2016-01-29,00:00:00,1965.48,1977.15,1958.72,1973.85,0
2016-02-01,00:00:00,1950.68,1965.49,1950.0,1965.27,0
2016-02-02,00:00:00,1952.48,1965.43,1949.99,1955.08,0
2016-02-03,00:00:00,1906.15,1914.05,1901.75,1911.46,0
2016-02-04,00:00:00,1931.8,1934.08,1919.32,1920.39,0
2016-02-05,00:00:00,1929.73,1935.87,1924.4,1929.04,0
2016-02-08,00:00:00,1934.06,1936.33,1932.68,1936.33,0
2016-02-09,00:00:00,1937.61,1943.64,1936.47,1937.57,0
2016-02-10,00:00:00,1934.95,1937.2,1931.69,1932.95,0
2016-02-11,00:00:00,1859.46,1872.86,1855.34,1870.43,0
2016-02-12,00:00:00,1860.53,1868.98,1846.9,1847.65,0
2016-02-15,00:00:00,1896.56,1907.48,1893.88,1905.59,0
2016-02-16,00:00:00,1938.22,1944.11,1928.48,1932.73,0
2016-02-17,00:00:00,1931.82,1932.42,1914.25,1914.53,0
2016-02-18,00:00:00,1954.14,1966.05,1951.99,1962.19,0
2016-02-19,00:00:00,1955.63,1962.06,1951.55,1957.02,0
2016-02-22,00:00:00,1980.12,1981.8,1968.76,1976.29,0
2016-02-23,00:00:00,1966.45,1982.61,1964.85,1970.86,0
2016-02-24,00:00:00,1942.71,1949.8,1935.54,1948.34,0
2016-02-25,00:00:00,1923.86,1932.15,1917.75,1923.1,0
2016-02-26,00:00:00,1955.68,1979.1,1947.76,1970.68,0
2016-02-29,00:00:00,1951.1,1952.36,1933.61,1937.08,0
2016-03-01,00:00:00,1941.59,1956.26,1931.0,1954.73,0
2016-03-02,00:00:00,1994.74,2008.15,1990.5,2000.77,0
2016-03-03,00:00:00,1988.99,1995.27,1984.18,1993.72,0
2016-03-04,00:00:00,2002.04,2017.65,1996.47,2013.9,0
2016-03-08,00:00:00,1998.7,2009.47,1995.68,2004.32,0
2016-03-09,00:00:00,1993.31,2002.15,1992.73,1998.51,0
2016-03-10,00:00:00,2010.51,2013.24,1987.88,1991.61,0
2016-03-11,00:00:00,2008.83,2021.75,2003.48,2020.41,0
2016-03-14,00:00:00,2034.48,2040.53,2032.16,2036.9,0
2016-03-15,00:00:00,2027.5,2032.86,2023.8,2032.34,0
2016-03-16,00:00:00,2024.58,2033.68,2021.29,2025.48,0
2016-03-17,00:00:00,2042.26,2044.83,2029.26,2034.86,0
2016-03-18,00:00:00,2043.74,2050.53,2037.57,2047.89,0
2016-03-21,00:00:00,2051.06,2052.28,2040.04,2046.23,0
2016-03-22,00:00:00,2041.31,2054.62,2040.64,2051.09,0
2016-03-23,00:00:00,2048.0,2050.08,2041.01,2046.65,0
2016-03-28,00:00:00,2021.38,2021.45,2013.98,2014.16,0
2016-03-29,00:00:00,2007.23,2017.91,2006.12,2013.48,0
2016-03-30,00:00:00,2039.19,2054.8,2036.48,2054.39,0
2016-03-31,00:00:00,2049.84,2050.52,2040.06,2047.36,0
2016-04-01,00:00:00,2023.64,2030.78,2019.91,2021.58,0
2016-04-04,00:00:00,2022.82,2024.29,2015.83,2018.24,0
2016-04-05,00:00:00,1991.17,1997.97,1985.46,1995.74,0
2016-04-06,00:00:00,1997.99,2005.86,1996.99,2003.6,0
2016-04-07,00:00:00,1999.35,2008.94,1997.22,2007.42,0
2016-04-08,00:00:00,1994.12,2019.29,1994.12,2018.2,0
2016-04-11,00:00:00,2021.04,2023.83,2007.81,2019.64,0
2016-04-12,00:00:00,2022.95,2031.87,2022.95,2027.85,0
2016-04-13,00:00:00,2068.91,2096.98,2068.91,2096.33,0
2016-04-18,00:00:00,2087.21,2096.19,2082.26,2094.06,0
2016-04-20,00:00:00,2091.81,2092.67,2080.53,2088.96,0
2016-04-21,00:00:00,2127.15,2131.39,2117.24,2130.94,0
2016-04-22,00:00:00,2115.99,2124.3,2115.73,2123.72,0
2016-04-25,00:00:00,2116.24,2120.24,2108.27,2111.87,0
2016-04-26,00:00:00,2095.73,2120.03,2095.73,2116.27,0
2016-04-27,00:00:00,2112.54,2113.45,2104.81,2108.92,0
2016-04-28,00:00:00,2114.12,2122.84,2107.99,2112.75,0
2016-04-29,00:00:00,2083.23,2089.8,2079.88,2081.62,0
2016-05-02,00:00:00,2077.85,2079.17,2075.57,2077.93,0
2016-05-03,00:00:00,2052.92,2059.69,2037.61,2040.76,0
2016-05-04,00:00:00,2025.39,2035.07,2023.65,2033.26,0
2016-05-05,00:00:00,2022.72,2030.44,2020.42,2021.96,0
2016-05-06,00:00:00,1999.23,2002.1,1986.07,1991.39,0
2016-05-09,00:00:00,1995.64,1999.86,1989.76,1989.91,0
2016-05-10,00:00:00,1998.09,2012.4,1994.95,2008.39,0
2016-05-11,00:00:00,2001.52,2001.52,1986.98,1989.08,0
2016-05-12,00:00:00,1978.59,1982.71,1971.89,1974.05,0
2016-05-13,00:00:00,1961.07,1962.89,1947.77,1960.16,0
2016-05-16,00:00:00,1985.94,1987.98,1968.26,1976.48,0
2016-05-17,00:00:00,1982.32,2001.8,1979.48,2001.13,0
2016-05-18,00:00:00,1972.3,1980.43,1971.72,1979.87,0
2016-05-19,00:00:00,1978.57,1983.65,1973.28,1979.71,0
2016-05-20,00:00:00,2005.43,2008.06,1999.8,2000.54,0
2016-05-23,00:00:00,2000.94,2005.56,1988.0,1995.15,0
2016-05-24,00:00:00,1995.25,2011.28,1993.69,2005.02,0
2016-05-25,00:00:00,2052.52,2053.44,2044.26,2049.96,0
2016-05-26,00:00:00,2043.47,2049.56,2042.31,2046.28,0
2016-05-27,00:00:00,2037.34,2065.06,2035.9,2059.37,0
2016-05-30,00:00:00,2080.71,2083.03,2069.11,2071.18,0
2016-05-31,00:00:00,2093.89,2104.18,2087.1,2087.19,0
2016-06-01,00:00:00,2088.32,2094.86,2081.43,2090.36,0
2016-06-02,00:00:00,2092.04,2098.83,2086.31,2096.1,0
2016-06-03,00:00:00,2098.73,2108.56,2097.98,2107.0,0
2016-06-06,00:00:00,2091.8,2105.85,2089.86,2105.75,0
2016-06-07,00:00:00,2120.16,2130.57,2117.51,2130.12,0
2016-06-08,00:00:00,2126.0,2132.63,2120.96,2126.95,0
2016-06-09,00:00:00,2124.58,2130.26,2123.29,2128.59,0
2016-06-10,00:00:00,2116.1,2120.84,2105.97,2107.24,0
2016-06-13,00:00:00,2061.7,2066.52,2054.72,2064.46,0
2016-06-14,00:00:00,2061.78,2066.55,2053.52,2057.7,0
2016-06-15,00:00:00,2063.0,2071.19,2056.66,2060.62,0
2016-06-16,00:00:00,2061.04,2061.04,2020.61,2027.06,0
2016-06-17,00:00:00,2040.52,2040.9,2029.87,2038.65,0
2016-06-20,00:00:00,2069.25,2081.84,2064.24,2079.23,0
2016-06-21,00:00:00,2086.81,2098.88,2086.03,2098.6,0
2016-06-22,00:00:00,2115.34,2123.25,2114.47,2118.91,0
2016-06-23,00:00:00,2117.04,2123.71,2116.4,2120.24,0
2016-06-24,00:00:00,2063.01,2079.03,2024.11,2077.28,0
2016-06-27,00:00:00,2061.74,2083.13,2060.64,2076.23,0
2016-06-28,00:00:00,2053.58,2070.27,2051.22,2067.37,0
2016-06-29,00:00:00,2085.57,2097.47,2083.32,2093.87,0
2016-06-30,00:00:00,2126.16,2127.74,2113.62,2125.17,0
2016-07-01,00:00:00,2122.76,2123.8,2120.79,2121.31,0
2016-07-04,00:00:00,2148.53,2148.53,2137.83,2140.63,0
2016-07-05,00:00:00,2129.28,2135.89,2116.68,2119.8,0
2016-07-07,00:00:00,2108.75,2115.87,2107.68,2112.54,0
2016-07-08,00:00:00,2093.83,2099.81,2091.8,2096.83,0
2016-07-11,00:00:00,2126.17,2126.76,2118.44,2124.09,0
2016-07-12,00:00:00,2130.42,2158.26,2130.42,2155.88,0
2016-07-13,00:00:00,2166.93,2171.27,2162.52,2164.35,0
2016-07-14,00:00:00,2161.7,2185.25,2158.66,2181.58,0
2016-07-15,00:00:00,2195.16,2202.45,2185.44,2197.64,0
2016-07-18,00:00:00,2204.21,2214.52,2199.21,2214.52,0
2016-07-19,00:00:00,2201.93,2205.56,2197.54,2201.15,0
2016-07-20,00:00:00,2218.08,2225.28,2217.04,2222.02,0
2016-07-21,00:00:00,2240.04,2246.72,2232.92,2235.03,0
2016-07-22,00:00:00,2224.14,2229.09,2221.83,2228.56,0
2016-07-25,00:00:00,2226.94,2238.35,2224.06,2236.08,0
2016-07-26,00:00:00,2259.63,2268.39,2248.7,2250.12,0
2016-07-27,00:00:00,2246.66,2257.35,2234.99,2255.45,0
2016-07-28,00:00:00,2240.79,2248.39,2233.72,2246.64,0
2016-07-29,00:00:00,2227.2,2232.78,2213.32,2217.85,0
2016-08-01,00:00:00,2237.02,2240.84,2229.77,2231.63,0
2016-08-02,00:00:00,2231.44,2231.47,2228.84,2230.13,0
2016-08-03,00:00:00,2194.26,2207.55,2193.34,2200.23,0
2016-08-04,00:00:00,2209.81,2215.72,2207.95,2209.65,0
2016-08-05,00:00:00,2239.77,2239.81,2232.32,2234.63,0
2016-08-08,00:00:00,2263.48,2269.59,2257.69,2269.52,0
2016-08-09,00:00:00,2267.19,2272.07,2234.88,2268.71,0
2016-08-10,00:00:00,2272.34,2275.31,2258.42,2266.09,0
2016-08-11,00:00:00,2278.26,2292.95,2277.72,2282.08,0
2016-08-12,00:00:00,2300.18,2303.41,2295.83,2301.98,0
2016-08-16,00:00:00,2313.39,2323.07,2310.38,2314.81,0
2016-08-17,00:00:00,2322.73,2329.25,2305.93,2308.28,0
2016-08-18,00:00:00,2340.34,2340.73,2319.15,2325.72,0
2016-08-19,00:00:00,2322.75,2328.79,2319.23,2323.89,0
2016-08-22,00:00:00,2318.8,2338.29,2318.33,2336.54,0
2016-08-23,00:00:00,2326.8,2334.92,2321.64,2333.51,0
2016-08-24,00:00:00,2317.95,2320.25,2305.86,2316.96,0
2016-08-25,00:00:00,2316.06,2323.27,2312.22,2313.44,0
2016-08-26,00:00:00,2324.48,2328.05,2319.33,2322.81,0
2016-08-29,00:00:00,2320.12,2320.5,2315.18,2317.99,0
2016-08-30,00:00:00,2330.78,2340.28,2329.32,2333.65,0
2016-08-31,00:00:00,2333.99,2335.17,2323.77,2327.16,0
2016-09-01,00:00:00,2343.35,2350.26,2339.28,2347.64,0
2016-09-02,00:00:00,2352.4,2356.75,2347.32,2353.83,0
2016-09-06,00:00:00,2353.78,2398.86,2353.78,2395.45,0
2016-09-07,00:00:00,2382.69,2388.38,2378.82,2384.04,0
2016-09-08,00:00:00,2396.7,2404.03,2392.78,2402.78,0
2016-09-09,00:00:00,2433.13,2451.82,2428.08,2432.66,0
2016-09-12,00:00:00,2374.2,2377.11,2356.78,2360.15,0
